Código;Nome;Data/Hora;Chuva Horária (mm);Nível adotado (cm);Vazão (m³/s);Bateria (V);Temp. Interna (ºC)
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 00:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 00:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 00:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 00:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 01:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 01:15;0.40;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 01:30;0.40;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 01:45;0.20;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 02:00;0.20;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 02:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 02:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 02:45;0.20;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 03:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 03:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 03:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 03:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 04:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 04:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 04:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 04:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 05:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 05:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 05:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 05:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 06:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 06:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 06:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 06:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 07:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 07:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 07:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 07:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 08:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 08:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 08:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 08:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 09:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 09:15;0.20;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 09:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 09:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 10:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 10:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 10:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 10:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 11:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 11:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 11:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 11:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 12:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 12:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 12:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 12:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 13:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 13:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 13:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 13:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 14:00;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 14:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 14:30;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 14:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 15:00;0.00;458.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 15:15;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 15:30;0.20;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 15:45;0.00;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 16:00;;458.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 16:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 16:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 16:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 17:00;;463.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 17:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 17:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 17:45;;468.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 18:00;;469.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 18:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 18:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 18:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 19:00;;470.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 19:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 19:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 19:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 20:00;;472.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 20:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 20:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 20:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 21:00;;477.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 21:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 21:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 21:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 22:00;;480.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 22:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 22:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 22:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 23:00;;480.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);03/05/2024 23:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 00:00;;488.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 01:00;;488.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 02:00;;488.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 03:00;;494.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 04:00;;496.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 05:00;;492.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 06:00;;498.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 08:00;;502.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 09:00;;504.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 10:00;;504.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 11:00;;508.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 12:00;;509.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 13:00;;510.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 14:00;;510.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 15:00;;516.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 16:00;;516.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 16:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 16:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 16:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 17:00;;519.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 17:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 17:30;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 17:45;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 18:00;;518.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 18:15;;;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 18:30;;522.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 18:45;;518.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 19:00;;521.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 19:15;;521.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 19:30;;522.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 19:45;;518.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 20:00;;520.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 20:15;;521.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 20:30;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 20:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 21:00;;521.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 21:15;;523.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 21:30;;520.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 21:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 22:00;;521.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 22:15;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 22:30;;521.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 22:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 23:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 23:15;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 23:30;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);04/05/2024 23:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 00:00;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 00:15;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 00:30;;523.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 00:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 01:00;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 01:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 01:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 01:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 02:00;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 02:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 02:30;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 02:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 03:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 03:15;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 03:30;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 03:45;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 04:00;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 04:15;;532.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 04:30;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 04:45;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 05:00;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 05:15;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 05:30;;535.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 05:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 06:00;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 06:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 06:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 06:45;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 07:00;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 07:15;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 07:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 07:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 08:00;;533.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 08:15;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 08:30;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 08:45;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 09:00;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 09:15;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 09:30;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 09:45;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 10:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 10:15;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 10:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 10:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 11:00;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 11:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 11:30;;532.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 11:45;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 12:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 12:15;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 12:30;;533.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 12:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 13:00;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 13:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 13:30;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 13:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 14:00;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 14:15;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 14:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 14:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 15:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 15:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 15:30;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 15:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 16:00;;531.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 16:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 16:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 16:45;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 17:00;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 17:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 17:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 17:45;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 18:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 18:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 18:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 18:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 19:00;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 19:15;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 19:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 19:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 20:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 20:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 20:30;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 20:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 21:00;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 21:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 21:30;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 21:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 22:00;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 22:15;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 22:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 22:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 23:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 23:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 23:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);05/05/2024 23:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 00:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 00:15;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 00:30;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 00:45;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 01:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 01:15;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 01:30;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 01:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 02:00;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 02:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 02:30;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 02:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 03:00;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 03:15;;530.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 03:30;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 03:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 04:00;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 04:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 04:30;;523.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 04:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 05:00;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 05:15;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 05:30;;523.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 05:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 06:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 06:15;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 06:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 06:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 07:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 07:15;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 07:30;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 07:45;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 08:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 08:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 08:30;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 08:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 09:00;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 09:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 09:30;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 09:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 10:00;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 10:15;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 10:30;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 10:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 11:00;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 11:15;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 11:30;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 11:45;;525.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 12:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 12:15;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 12:30;;523.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 12:45;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 13:00;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 13:15;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 13:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 13:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 14:00;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 14:15;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 14:30;;529.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 14:45;;526.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 15:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 15:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 15:30;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 15:45;;524.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 16:00;;528.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 16:15;;527.00;;;
87444000;USINA DO GASÔMETRO (CHEIA 2024);06/05/2024 16:30;;528.00;;;
